"AtomId";"Name";"SourceName";"SourceGroupName";"GroupsOfSourceGroupName";"IsPaidName";"CampaignId";"AdsetId";"AdId"
10582;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249312040016";"120210249450050016"
10583;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249560410016";"120210249560370016"
10584;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249560410016";"120210249560380016"
10585;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249560410016";"120210249560390016"
10586;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249560410016";"120210249560400016"
10587;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249560410016";"120210249560420016"
10588;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249560410016";"120210249560430016"
10589;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249560410016";"120210249560440016"
10590;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249560410016";"120210249560450016"
10591;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249312040016";"120210249764860016"
10592;"120210249311970016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210249311970016";"120210249560410016";"120210249817480016"
10593;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319610016";"120210253428020016"
10594;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319610016";"120210253428030016"
10595;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319610016";"120210253428040016"
10596;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319610016";"120210253428050016"
10597;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319610016";"120210253428060016"
10598;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319610016";"120210253428070016"
10599;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319610016";"120210253428080016"
10600;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319610016";"120210253428090016"
10601;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319610016";"120210253428100016"
10602;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319610016";"120210253428110016"
10603;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319610016";"120210253428120016"
10604;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319610016";"120210253428130016"
10605;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319610016";"120210253428140016"
10606;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319610016";"120210253428150016"
10607;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319610016";"120210253428160016"
10608;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319590016";"120210253752300016"
10609;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319590016";"120210253752310016"
10610;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319590016";"120210253752320016"
10611;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319590016";"120210253752330016"
10612;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319590016";"120210253752340016"
10613;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319590016";"120210253752350016"
10614;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319590016";"120210253752360016"
10615;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319590016";"120210253752370016"
10616;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319590016";"120210253752380016"
10617;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319590016";"120210253752390016"
10618;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319590016";"120210253752400016"
10619;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319590016";"120210253752410016"
10620;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319590016";"120210253752420016"
10621;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319590016";"120210253752430016"
10622;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319590016";"120210253752440016"
10623;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319600016";"120210253752450016"
10624;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319600016";"120210253752460016"
10625;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319600016";"120210253752470016"
10626;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319600016";"120210253752480016"
10627;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319600016";"120210253752490016"
10628;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319600016";"120210253752500016"
10629;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319600016";"120210253752510016"
10630;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319600016";"120210253752520016"
10631;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319600016";"120210253752530016"
10632;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319600016";"120210253752540016"
10633;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319600016";"120210253752550016"
10634;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319600016";"120210253752560016"
10635;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319600016";"120210253752570016"
10636;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319600016";"120210253752580016"
10637;"120210253319580016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210253319580016";"120210253319600016";"120210253752590016"
10638;"120210407742840016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210407742840016"
10639;"120210407772230016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120210407772230016"
10640;"120210487454100016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210487454100016";"120210487454120016";"120210487454110016"
10641;"120210487327170016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210487327170016";"120210487327190016";"120210487568550016"
10642;"120210487327170016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210487327170016";"120210487327190016";"120210487568560016"
10643;"120210487454100016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210487454100016";"120210487454120016";"120210487874710016"
10644;"120210487290800016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210487290800016";"120210487290830016";"120210487963300016"
10645;"120210487290800016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210487290800016";"120210487290830016";"120210487972140016"
10646;"120210588864630016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210588864630016";"120210588864720016";"120210588864770016"
10647;"120210597057180016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210597057180016";"120210597057210016";"120210597057250016"
10648;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209778177090016";"120210626564720016"
10649;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209778177090016";"120210626754750016"
10650;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209778177090016";"120210626847400016"
10651;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209778177090016";"120210627078870016"
10652;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241506390016";"120210627487240016"
10653;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241506390016";"120210627487250016"
10654;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241506390016";"120210627487260016"
10655;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241506390016";"120210627487270016"
10656;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241456360016";"120210627487280016"
10657;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241456360016";"120210627487290016"
10658;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241456360016";"120210627487300016"
10659;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241456360016";"120210627487310016"
10660;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209778140710016";"120210627487320016"
10661;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209778140710016";"120210627487330016"
10662;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209778140710016";"120210627487340016"
10663;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209778140710016";"120210627487350016"
10710;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241014640016";"120210627487360016"
10711;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241014640016";"120210627487370016"
10712;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241014640016";"120210627487380016"
10713;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241014640016";"120210627487390016"
10664;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209778177090016";"120210663201370016"
10665;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241506390016";"120210663307090016"
10666;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209241456360016";"120210663307100016"
10667;"120209241014590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209241014590016";"120209778140710016";"120210663307110016"
10669;"120210700660700016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210700660700016";"120210700660720016";"120210700854890016"
10670;"120210700660700016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210700660700016";"120210700660720016";"120210700854900016"
10671;"120210700660700016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210700660700016";"120210700660720016";"120210700854910016"
10672;"120210700660700016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210700660700016";"120210700660720016";"120210700854920016"
10675;"120210487454100016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210487454100016";"120210773849890016";"120210773849880016"
10676;"120210487454100016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210487454100016";"120210773849890016";"120210773849900016"
10677;"120210859871400016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210859871400016";"120210859871390016";"120210860264350016"
10678;"120210859871400016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210859871400016";"120210859871390016";"120210860264360016"
10679;"120210859871400016";Facebook;Facebook and Instagram;Target Ads;Paid;"120210859871400016";"120210873152120016";"120210873152110016"
