"AtomId";"Name";"SourceName";"SourceGroupName";"GroupsOfSourceGroupName";"IsPaidName";"CampaignId";"AdsetId";"AdId"
10178;"120201824468810016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201824468810016"
10179;"120201824901670016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201824901670016"
10180;"120201825086180016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201825086180016"
10181;"120201825491080016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201825491080016"
10182;"120201825491090016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201825491090016"
10183;"120201825491100016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201825491100016"
10184;"120201825496900016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201825496900016"
10185;"120201825496910016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201825496910016"
10186;"120201825496940016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201825496940016"
10187;"120201825507570016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201825507570016"
10188;"120201825507580016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201825507580016"
10189;"120201825507590016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201825507590016"
10190;"120201825551880016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201825551880016"
10191;"120201825662930016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201825662930016"
10192;"120201825780400016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201825780400016"
10193;"120201825780410016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201825780410016"
10194;"120201825551860016";Facebook;Facebook and Instagram;Target Ads;Paid;"120201825551860016";"120201825552010016";"120201825780430016"
10195;"120201827787980016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201827787980016"
10196;"120201827854650016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201827854650016"
10197;"120201827854680016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201827854680016"
10198;"120201997265210016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201997265210016"
10199;"120201997265220016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201997265220016"
10200;"120201997265230016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120201997265230016"
10201;"120202081702600016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120202081702600016"
10202;"120202081762440016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120202081762440016"
10203;"120204327683930016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120204327683930016"
10204;"120204328837810016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120204328837810016"
10205;"120204329111630016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120204329111630016"
10206;"120204329111640016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120204329111640016"
10207;"120204329111650016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120204329111650016"
10208;"120204329144430016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120204329144430016"
10209;"120204329144440016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120204329144440016"
10210;"120204329144450016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120204329144450016"
10211;"120204351856060016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120204351856060016"
10212;"120204351856070016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120204351856070016"
10213;"120204351902730016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120204351902730016"
10214;"120204351902740016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120204351902740016"
10215;"120204462204770016";Facebook;Facebook and Instagram;Target Ads;Paid;"120204462204770016";"120204462204850016";"120204462204900016"
10216;"120204462204770016";Facebook;Facebook and Instagram;Target Ads;Paid;"120204462204770016";"120204462204850016";"120204463601230016"
10217;"120204957862520016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120204957862520016"
10218;"120205144149590016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120205144149590016"
10219;"120205144312920016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120205144312920016"
10220;"120205144355650016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120205144355650016"
10221;"120205144615480016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120205144615480016"
10222;"120204462204770016";Facebook;Facebook and Instagram;Target Ads;Paid;"120204462204770016";"120204462204850016";"120205522765340016"
10223;"120205590597460016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120205590597460016"
10224;"120205591382050016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120205591382050016"
10225;"120205591420310016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120205591420310016"
10226;"120205591473470016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120205591473470016"
10227;"120205591889960016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120205591889960016"
10228;"120205591936390016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120205591936390016"
10229;"120205594149870016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120205594149870016"
10230;"120205906131080016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120205906131080016"
10231;"120205938527450016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120205938527450016"
10232;"120205938675490016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120205938675490016"
10233;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23857622390050015";"120207211485370016"
10727;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425159770015";"120207211605410016"
10234;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425259840015";"120207211605420016"
10235;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425031380015";"120207211605430016"
10236;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425408310015";"120207211605440016"
10237;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23857622390050015";"120207370904260016"
10238;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23857622390050015";"120207371182290016"
10239;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23857622390050015";"120207371303650016"
10240;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23857622390050015";"120207371314970016"
10241;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23857622390050015";"120207371341820016"
10242;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425408310015";"120207371551690016"
10243;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425408310015";"120207371551700016"
10244;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425408310015";"120207371551710016"
10245;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425408310015";"120207371551720016"
10246;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425408310015";"120207371551730016"
10728;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425159770015";"120207371551740016"
10247;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425159770015";"120207371551750016"
10729;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425159770015";"120207371551760016"
10248;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425159770015";"120207371551770016"
10730;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425159770015";"120207371551780016"
10249;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425031380015";"120207371551790016"
10250;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425031380015";"120207371551800016"
10731;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425031380015";"120207371551810016"
10732;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425031380015";"120207371551820016"
10251;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425031380015";"120207371551830016"
10252;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425259840015";"120207371551860016"
10253;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425259840015";"120207371551870016"
10254;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425259840015";"120207371551880016"
10255;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425259840015";"120207371551890016"
10256;"23854425031360015";Facebook;Facebook and Instagram;Target Ads;Paid;"23854425031360015";"23854425259840015";"120207371551900016"
10733;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860357220016";"120207860357290016"
10734;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860357220016";"120207860533970016"
10735;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860357220016";"120207860549850016"
10736;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860357220016";"120207860558580016"
10737;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860357220016";"120207860565010016"
10738;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860357220016";"120207860608120016"
10739;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860357220016";"120207860623080016"
10740;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860357220016";"120207860660030016"
10257;"120207860760310016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760310016"
10258;"120207860760320016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760320016"
10259;"120207860760330016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760330016"
10260;"120207860760340016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760340016"
10261;"120207860760350016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760350016"
10262;"120207860760360016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760360016"
10263;"120207860760370016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760370016"
10264;"120207860760380016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760380016"
10741;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860356580016";"120207860760390016"
10742;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860356580016";"120207860760400016"
10743;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860356580016";"120207860760410016"
10744;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860356580016";"120207860760420016"
10745;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860356580016";"120207860760430016"
10746;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860356580016";"120207860760440016"
10747;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860356580016";"120207860760450016"
10748;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860356580016";"120207860760460016"
10265;"120207860760470016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760470016"
10266;"120207860760480016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760480016"
10267;"120207860760490016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760490016"
10268;"120207860760500016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760500016"
10269;"120207860760510016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760510016"
10270;"120207860760520016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760520016"
10271;"120207860760530016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760530016"
10272;"120207860760540016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760540016"
10273;"120207860760590016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760590016"
10274;"120207860760600016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760600016"
10275;"120207860760610016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760610016"
10276;"120207860760620016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760620016"
10277;"120207860760630016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760630016"
10278;"120207860760640016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760640016"
10279;"120207860760650016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760650016"
10280;"120207860760660016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760660016"
10281;"120207860760670016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760670016"
10282;"120207860760680016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760680016"
10283;"120207860760690016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760690016"
10284;"120207860760700016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760700016"
10285;"120207860760710016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760710016"
10286;"120207860760720016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760720016"
10287;"120207860760730016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760730016"
10288;"120207860760740016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207860760740016"
10749;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860357220016";"120207864259370016"
10750;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860357220016";"120207864291480016"
10751;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860357220016";"120207864392070016"
10752;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860357220016";"120207864438080016"
10753;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860356580016";"120207864474930016"
10754;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860356580016";"120207864474940016"
10755;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860356580016";"120207864474950016"
10756;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860356580016";"120207864474960016"
10289;"120207864474970016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207864474970016"
10290;"120207864474980016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207864474980016"
10291;"120207864474990016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207864474990016"
10292;"120207864475000016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207864475000016"
10293;"120207864475010016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207864475010016"
10294;"120207864475020016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207864475020016"
10295;"120207864475030016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207864475030016"
10296;"120207864475040016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207864475040016"
10297;"120207864475050016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207864475050016"
10298;"120207864475060016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207864475060016"
10299;"120207864475070016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207864475070016"
10300;"120207864475080016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207864475080016"
10301;"120207864475090016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207864475090016"
10302;"120207864475100016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207864475100016"
10303;"120207864475110016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207864475110016"
10304;"120207864475120016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207864475120016"
10757;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860357220016";"120207971031910016"
10305;"120207971076690016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207971076690016"
10306;"120207971076700016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207971076700016"
10307;"120207971076710016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207971076710016"
10308;"120207971076720016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120207971076720016"
10758;"120207860356590016";Facebook;Facebook and Instagram;Target Ads;Paid;"120207860356590016";"120207860356580016";"120207971076740016"
10309;"120208050371620016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208050371620016"
10310;"120208050371640016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208050371640016"
10311;"120208050371650016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208050371650016"
10312;"120208050371660016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208050371660016"
10313;"120208050371680016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208050371680016"
10314;"120208050371690016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208050371690016"
10315;"120208464200670016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208464200670016"
10316;"120208464200690016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208464200690016"
10317;"120208464200710016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208464200710016"
10318;"120208464200720016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208464200720016"
10319;"120208464200730016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208464200730016"
10320;"120208464200740016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208464200740016"
10321;"120208513431680016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208513431680016"
10322;"120208513431710016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208513431710016"
10323;"120208513431720016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208513431720016"
10324;"120208513431730016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208513431730016"
10325;"120208513431740016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208513431740016"
10326;"120208513431750016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120208513431750016"
10327;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120208526197840016";"120208526197850016"
10328;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120208526197840016";"120208526197860016"
10329;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120208526197840016";"120208526197870016"
10330;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120208526197840016";"120208526197880016"
10331;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120208526197840016";"120208526197890016"
10332;"120208526197830016";Facebook;Facebook and Instagram;Target Ads;Paid;"120208526197830016";"120208526197840016";"120208526197900016"
10333;"120209115611680016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120209115611680016"
10334;"120209115669570016";Facebook;Facebook and Instagram;Target Ads;Paid;No CampaignID;No AdsetID;"120209115669570016"
10335;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022740016";"120209178023060016"
10336;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022740016";"120209178321790016"
10337;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022740016";"120209178402980016"
10338;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022740016";"120209178481730016"
10339;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022740016";"120209178594790016"
10340;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022740016";"120209178631650016"
10341;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022740016";"120209178651720016"
10342;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022740016";"120209178711150016"
10343;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022740016";"120209178722410016"
10344;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022740016";"120209178727930016"
10345;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022800016";"120209178787960016"
10346;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022800016";"120209178787970016"
10347;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022800016";"120209178787980016"
10348;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022800016";"120209178787990016"
10349;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022800016";"120209178788000016"
10350;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022800016";"120209178788010016"
10351;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022800016";"120209178788020016"
10352;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022800016";"120209178788030016"
10353;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022800016";"120209178788040016"
10354;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022800016";"120209178788050016"
10355;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022360016";"120209178788170016"
10356;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022360016";"120209178788180016"
10357;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022360016";"120209178788190016"
10358;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022360016";"120209178788200016"
10359;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022360016";"120209178788210016"
10360;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022360016";"120209178788220016"
10361;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022360016";"120209178788230016"
10362;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022360016";"120209178788240016"
10363;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022360016";"120209178788250016"
10364;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022360016";"120209178788260016"
10365;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022830016";"120209178788370016"
10366;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022830016";"120209178788380016"
10367;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022830016";"120209178788390016"
10368;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022830016";"120209178788400016"
10369;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022830016";"120209178788410016"
10370;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022830016";"120209178788420016"
10371;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022830016";"120209178788430016"
10372;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022830016";"120209178788440016"
10373;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022830016";"120209178788450016"
10374;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022830016";"120209178788460016"
10375;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022780016";"120209178788470016"
10376;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022780016";"120209178788480016"
10377;"120209178022370016";Facebook;Facebook and Instagram;Target Ads;Paid;"120209178022370016";"120209178022780016";"120209178788490016"
